Source,source name,source type,mapping type,Target,target name,target type,mapping description
M1025,Privileged Process Integrity,mitigation,mitigates,T1556.001,Domain Controller Authentication,technique,"Enabled features, such as Protected Process Light (PPL), for LSA.(Citation: Microsoft LSA)"
M1025,Privileged Process Integrity,mitigation,mitigates,T1547.008,LSASS Driver,technique,"On Windows 8.1 and Server 2012 R2, enable LSA Protection by setting the Registry key <code>HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa\\RunAsPPL</code> to <code>dword:00000001</code>. (Citation: Microsoft LSA Protection Mar 2014) LSA Protection ensures that LSA plug-ins and drivers are only loaded if they are digitally signed with a Microsoft signature and adhere to the Microsoft Security Development Lifecycle (SDL) process guidance. "
M1025,Privileged Process Integrity,mitigation,mitigates,T1003.001,LSASS Memory,technique,"On Windows 8.1 and Windows Server 2012 R2, enable Protected Process Light for LSA.(Citation: Microsoft LSA)"
M1025,Privileged Process Integrity,mitigation,mitigates,T1556,Modify Authentication Process,technique,"Enabled features, such as Protected Process Light (PPL), for LSA.(Citation: Microsoft LSA)"
M1025,Privileged Process Integrity,mitigation,mitigates,T1003,OS Credential Dumping,technique,"
On Windows 8.1 and Windows Server 2012 R2, enable Protected Process Light for LSA.(Citation: Microsoft LSA)"
M1025,Privileged Process Integrity,mitigation,mitigates,T1547.005,Security Support Provider,technique,"Windows 8.1, Windows Server 2012 R2, and later versions may make LSA run as a Protected Process Light (PPL) by setting the Registry key <code>HKLM\\SYSTEM\\CurrentControlSet\\Control\\Lsa\\RunAsPPL</code>, which requires all SSP DLLs to be signed by Microsoft. (Citation: Graeber 2014) (Citation: Microsoft Configure LSA)"
M1029,Remote Data Storage,mitigation,mitigates,T1119,Automated Collection,technique,"Encryption and off-system storage of sensitive information may be one way to mitigate collection of files, but may not stop an adversary from acquiring the information if an intrusion persists over a long period of time and the adversary is able to discover and access the data through other means."
M1029,Remote Data Storage,mitigation,mitigates,T1070.003,Clear Command History,technique,Forward logging of historical data to remote data store and centralized logging solution to preserve historical command line log data.
M1029,Remote Data Storage,mitigation,mitigates,T1070.002,Clear Linux or Mac System Logs,technique,"Automatically forward events to a log server or data repository to prevent conditions in which the adversary can locate and manipulate data on the local system. When possible, minimize time delay on event reporting to avoid prolonged storage on the local system."
M1029,Remote Data Storage,mitigation,mitigates,T1070.001,Clear Windows Event Logs,technique,"Automatically forward events to a log server or data repository to prevent conditions in which the adversary can locate and manipulate data on the local system. When possible, minimize time delay on event reporting to avoid prolonged storage on the local system."
M1029,Remote Data Storage,mitigation,mitigates,T1565,Data Manipulation,technique,Consider implementing IT disaster recovery plans that contain procedures for taking regular data backups that can be used to restore organizational data.(Citation: Ready.gov IT DRP) Ensure backups are stored off system and is protected from common methods adversaries may use to gain access and manipulate backups.
M1029,Remote Data Storage,mitigation,mitigates,T1070,Indicator Removal on Host,technique,"Automatically forward events to a log server or data repository to prevent conditions in which the adversary can locate and manipulate data on the local system. When possible, minimize time delay on event reporting to avoid prolonged storage on the local system. "
M1029,Remote Data Storage,mitigation,mitigates,T1072,Software Deployment Tools,technique,"If the application deployment system can be configured to deploy only signed binaries, then ensure that the trusted signing certificates are not co-located with the application deployment system and are instead located on a system that cannot be accessed remotely or to which remote access is tightly controlled."
M1029,Remote Data Storage,mitigation,mitigates,T1565.001,Stored Data Manipulation,technique,Consider implementing IT disaster recovery plans that contain procedures for taking regular data backups that can be used to restore organizational data.(Citation: Ready.gov IT DRP) Ensure backups are stored off system and is protected from common methods adversaries may use to gain access and manipulate backups.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1548,Abuse Elevation Control Mechanism,technique,The sudoers file should be strictly edited such that passwords are always required and that users can't spawn risky processes as users with higher privilege.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1037,Boot or Logon Initialization Scripts,technique,Restrict write access to logon scripts to specific administrators.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1070.003,Clear Command History,technique,Preventing users from deleting or writing to certain files can stop adversaries from maliciously altering their <code>~/.bash_history</code> or <code>ConsoleHost_history.txt</code> files.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1070.002,Clear Linux or Mac System Logs,technique,Protect generated event files that are stored locally with proper permissions and authentication and limit opportunities for adversaries to increase privileges by preventing Privilege Escalation opportunities.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1070.001,Clear Windows Event Logs,technique,Protect generated event files that are stored locally with proper permissions and authentication and limit opportunities for adversaries to increase privileges by preventing Privilege Escalation opportunities.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1218.002,Control Panel,technique,"Restrict storage and execution of Control Panel items to protected directories, such as <code>C:\Windows</code>, rather than user directories."
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1543,Create or Modify System Process,technique,Restrict read/write access to system-level process files to only select privileged users who have a legitimate need to manage system services.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1552.001,Credentials In Files,technique,Restrict file shares to specific directories with access only to necessary users.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1565,Data Manipulation,technique,Ensure least privilege principles are applied to important information resources to reduce exposure to data manipulation risk.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1530,Data from Cloud Storage Object,technique,Use access control lists on storage systems and objects.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1562.002,Disable Windows Event Logging,technique,"Ensure proper process and file permissions are in place to prevent adversaries from disabling or interfering with logging or deleting or modifying .evtx logging files. Ensure .evtx files, which are located at <code>C:\Windows\system32\Winevt\Logs</code>(Citation: win_xml_evt_log), have the proper file permissions for limited, legitimate access and audit policies for detection. "
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1562.004,Disable or Modify System Firewall,technique,Ensure proper process and file permissions are in place to prevent adversaries from disabling or modifying firewall settings.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1562.001,Disable or Modify Tools,technique,Ensure proper process and file permissions are in place to prevent adversaries from disabling or interfering with security services.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1574.004,Dylib Hijacking,technique,"Set directory access controls to prevent file writes to the search paths for applications, both in the folders where applications are run from and the standard dylib folders."
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1222,File and Directory Permissions Modification,technique,Applying more restrictive permissions to files and directories could prevent adversaries from modifying the access control lists.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1574,Hijack Execution Flow,technique,"Install software in write-protected locations. Set directory access controls to prevent file writes to the search paths for applications, both in the folders where applications are run from and the standard library folders."
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1562,Impair Defenses,technique,Ensure proper process and file permissions are in place to prevent adversaries from disabling or interfering with security/logging services.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1562.006,Indicator Blocking,technique,"Ensure event tracers/forwarders (Citation: Microsoft ETW May 2018), firewall policies, and other associated mechanisms are secured with appropriate permissions and access controls."
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1070,Indicator Removal on Host,technique,Protect generated event files that are stored locally with proper permissions and authentication and limit opportunities for adversaries to increase privileges by preventing Privilege Escalation opportunities.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1543.001,Launch Agent,technique,Set group policies to restrict file permissions to the <code>~/launchagents</code> folder.(Citation: piazza launch agent mitigation)
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1222.002,Linux and Mac File and Directory Permissions Modification,technique,Applying more restrictive permissions to files and directories could prevent adversaries from modifying the access control lists.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1037.002,Login Hook,technique,Restrict write access to logon scripts to specific administrators.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1036,Masquerading,technique,Use file system access controls to protect folders such as C:\\Windows\\System32.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1036.005,Match Legitimate Name or Location,technique,Use file system access controls to protect folders such as C:\Windows\System32.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1556,Modify Authentication Process,technique,Restrict write access to the /Library/Security/SecurityAgentPlugins directory.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1564.004,NTFS File Attributes,technique,"Consider adjusting read and write permissions for NTFS EA, though this should be tested to ensure routine OS operations are not impeded. (Citation: InsiderThreat NTFS EA Oct 2017)"
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1037.003,Network Logon Script,technique,Restrict write access to logon scripts to specific administrators.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1574.007,Path Interception by PATH Environment Variable,technique,"Ensure that proper permissions and directory access control are set to deny users the ability to write files to the top-level directory <code>C:</code> and system directories, such as <code>C:\Windows\</code>, to reduce places where malicious files could be placed for execution. Require that all executables be placed in write-protected directories."
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1574.008,Path Interception by Search Order Hijacking,technique,"Ensure that proper permissions and directory access control are set to deny users the ability to write files to the top-level directory <code>C:</code> and system directories, such as <code>C:\Windows\</code>, to reduce places where malicious files could be placed for execution. Require that all executables be placed in write-protected directories."
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1574.009,Path Interception by Unquoted Path,technique,"Ensure that proper permissions and directory access control are set to deny users the ability to write files to the top-level directory <code>C:</code> and system directories, such as <code>C:\Windows\</code>, to reduce places where malicious files could be placed for execution. Require that all executables be placed in write-protected directories."
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1546.013,PowerShell Profile,technique,Making PowerShell profiles immutable and only changeable by certain administrators will limit the ability for adversaries to easily create user level persistence.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1552.004,Private Keys,technique,Ensure permissions are properly set on folders containing sensitive private keys to prevent unintended access.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1055.009,Proc Memory,technique,Restrict the permissions on sensitive files such as <code>/proc/[pid]/maps</code> or <code>/proc/[pid]/mem</code>. 
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1037.004,RC Scripts,technique,Limit privileges of user accounts so only authorized users can edit the rc.common file.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1036.003,Rename System Utilities,technique,Use file system access controls to protect folders such as C:\Windows\System32.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1565.003,Runtime Data Manipulation,technique,"Prevent critical business and system processes from being replaced, overwritten, or reconfigured to load potentially malicious code."
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1553.003,SIP and Trust Provider Hijacking,technique,"Restrict storage and execution of SIP DLLs to protected directories, such as C:\\Windows, rather than user directories."
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1098.004,SSH Authorized Keys,technique,Restrict access to the <code>authorized_keys</code> file.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1563.001,SSH Hijacking,technique,Ensure proper file permissions are set and harden system to prevent root privilege escalation opportunities.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1569.002,Service Execution,technique,Ensure that high permission level service binaries cannot be replaced or modified by users with a lower permission level.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1489,Service Stop,technique,Ensure proper process and file permissions are in place to inhibit adversaries from disabling or interfering with critical services.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1037.005,Startup Items,technique,"Since StartupItems are deprecated, preventing all users from writing to the <code>/Library/StartupItems</code> directory would prevent any startup items from getting registered."
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1565.001,Stored Data Manipulation,technique,Ensure least privilege principles are applied to important information resources to reduce exposure to data manipulation risk.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1548.003,Sudo and Sudo Caching,technique,The sudoers file should be strictly edited such that passwords are always required and that users can't spawn risky processes as users with higher privilege.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1569,System Services,technique,Ensure that high permission level service binaries cannot be replaced or modified by users with a lower permission level.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1543.002,Systemd Service,technique,Restrict read/write access to systemd unit files to only select privileged users who have a legitimate need to manage system services.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1053.006,Systemd Timers,technique,Restrict read/write access to systemd <code>.timer</code> unit files to only select privileged users who have a legitimate need to manage system services.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1080,Taint Shared Content,technique,Protect shared folders by minimizing users who have write access.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1547.003,Time Providers,technique,Consider using Group Policy to configure and block additions/modifications to W32Time DLLs. (Citation: Microsoft W32Time May 2017)
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1546.004,Unix Shell Configuration Modification,technique,Making these files immutable and only changeable by certain administrators will limit the ability for adversaries to easily create user level persistence.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1552,Unsecured Credentials,technique,Restrict file shares to specific directories with access only to necessary users.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1222.001,Windows File and Directory Permissions Modification,technique,Applying more restrictive permissions to files and directories could prevent adversaries from modifying the access control lists.
M1022,Restrict File and Directory Permissions,mitigation,mitigates,T1547.013,XDG Autostart Entries,technique,Restrict write access to XDG autostart entries to only select privileged users.
M1044,Restrict Library Loading,mitigation,mitigates,T1574.001,DLL Search Order Hijacking,technique,"Disallow loading of remote DLLs. This is included by default in Windows Server 2012+ and is available by patch for XP+ and Server 2003+.

Enable Safe DLL Search Mode to force search for system DLLs in directories with greater restrictions (e.g. <code>%SYSTEMROOT%</code>)to be used before local directory DLLs (e.g. a user's home directory)

The Safe DLL Search Mode can be enabled via Group Policy at Computer Configuration > [Policies] > Administrative Templates > MSS (Legacy): MSS: (SafeDllSearchMode) Enable Safe DLL search mode. The associated Windows Registry key for this is located at <code>HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\SafeDLLSearchMode</code>(Citation: Microsoft More information about DLL)(Citation: Microsoft Dynamic Link Library Search Order)"
M1044,Restrict Library Loading,mitigation,mitigates,T1574,Hijack Execution Flow,technique,"Disallow loading of remote DLLs. This is included by default in Windows Server 2012+ and is available by patch for XP+ and Server 2003+.

Enable Safe DLL Search Mode to force search for system DLLs in directories with greater restrictions (e.g. <code>%SYSTEMROOT%</code>)to be used before local directory DLLs (e.g. a user's home directory)

The Safe DLL Search Mode can be enabled via Group Policy at Computer Configuration > [Policies] > Administrative Templates > MSS (Legacy): MSS: (SafeDllSearchMode) Enable Safe DLL search mode. The associated Windows Registry key for this is located at <code>HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\SafeDLLSearchMode</code>(Citation: Microsoft More information about DLL)(Citation: Microsoft Dynamic Link Library Search Order)"
M1044,Restrict Library Loading,mitigation,mitigates,T1547.008,LSASS Driver,technique,Ensure safe DLL search mode is enabled <code>HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Session Manager\\SafeDllSearchMode</code> to mitigate risk that lsass.exe loads a malicious code library. (Citation: Microsoft DLL Security)
M1024,Restrict Registry Permissions,mitigation,mitigates,T1037,Boot or Logon Initialization Scripts,technique,Ensure proper permissions are set for Registry hives to prevent users from modifying keys for logon scripts that may lead to persistence.
M1024,Restrict Registry Permissions,mitigation,mitigates,T1574.012,COR_PROFILER,technique,Ensure proper permissions are set for Registry hives to prevent users from modifying keys associated with COR_PROFILER.
M1024,Restrict Registry Permissions,mitigation,mitigates,T1553.006,Code Signing Policy Modification,technique,Ensure proper permissions are set for the Registry to prevent users from modifying keys related to code signing policies.
M1024,Restrict Registry Permissions,mitigation,mitigates,T1562.002,Disable Windows Event Logging,technique,Ensure proper Registry permissions are in place to prevent adversaries from disabling or interfering logging. The addition of the MiniNT registry key disables Event Viewer.(Citation: def_ev_win_event_logging)
M1024,Restrict Registry Permissions,mitigation,mitigates,T1562.004,Disable or Modify System Firewall,technique,Ensure proper Registry permissions are in place to prevent adversaries from disabling or modifying firewall settings.
M1024,Restrict Registry Permissions,mitigation,mitigates,T1562.001,Disable or Modify Tools,technique,Ensure proper Registry permissions are in place to prevent adversaries from disabling or interfering with security services.
M1024,Restrict Registry Permissions,mitigation,mitigates,T1574,Hijack Execution Flow,technique,Ensure proper permissions are set for Registry hives to prevent users from modifying keys for system components that may lead to privilege escalation.
M1024,Restrict Registry Permissions,mitigation,mitigates,T1562,Impair Defenses,technique,Ensure proper Registry permissions are in place to prevent adversaries from disabling or interfering with security/logging services.
M1024,Restrict Registry Permissions,mitigation,mitigates,T1037.001,Logon Script (Windows),technique,Ensure proper permissions are set for Registry hives to prevent users from modifying keys for logon scripts that may lead to persistence.
M1024,Restrict Registry Permissions,mitigation,mitigates,T1112,Modify Registry,technique,Ensure proper permissions are set for Registry hives to prevent users from modifying keys for system components that may lead to privilege escalation.
M1024,Restrict Registry Permissions,mitigation,mitigates,T1553.003,SIP and Trust Provider Hijacking,technique,Ensure proper permissions are set for Registry hives to prevent users from modifying keys related to SIP and trust provider components. Components may still be able to be hijacked to suitable functions already present on disk if malicious modifications to Registry keys are not prevented. 
M1024,Restrict Registry Permissions,mitigation,mitigates,T1505,Server Software Component,technique,Consider using Group Policy to configure and block modifications to service and other critical server parameters in the Registry.(Citation: Microsoft System Services Fundamentals)
M1024,Restrict Registry Permissions,mitigation,mitigates,T1489,Service Stop,technique,Ensure proper registry permissions are in place to inhibit adversaries from disabling or interfering with critical services.
M1024,Restrict Registry Permissions,mitigation,mitigates,T1574.011,Services Registry Permissions Weakness,technique,Ensure proper permissions are set for Registry hives to prevent users from modifying keys for system components that may lead to privilege escalation. 
M1024,Restrict Registry Permissions,mitigation,mitigates,T1553,Subvert Trust Controls,technique,Ensure proper permissions are set for Registry hives to prevent users from modifying keys related to SIP and trust provider components. Components may still be able to be hijacked to suitable functions already present on disk if malicious modifications to Registry keys are not prevented.
M1024,Restrict Registry Permissions,mitigation,mitigates,T1505.005,Terminal Services DLL,technique,Consider using Group Policy to configure and block modifications to Terminal Services parameters in the Registry.(Citation: Microsoft System Services Fundamentals)
M1024,Restrict Registry Permissions,mitigation,mitigates,T1547.003,Time Providers,technique,Consider using Group Policy to configure and block modifications to W32Time parameters in the Registry. (Citation: Microsoft W32Time May 2017)
M1021,Restrict Web-Based Content,mitigation,mitigates,T1550.001,Application Access Token,technique,"Update corporate policies to restrict what types of third-party applications may be added to any online service or tool that is linked to the company's information, accounts or network (e.g., Google, Microsoft, Dropbox, Basecamp, GitHub). However, rather than providing high-level guidance on this, be extremely specific—include a list of per-approved applications and deny all others not on the list. Administrators may also block end-user consent through administrative portals, such as the Azure Portal, disabling users from authorizing third-party apps through OAuth and forcing administrative consent.(Citation: Microsoft Azure AD Admin Consent)"
M1021,Restrict Web-Based Content,mitigation,mitigates,T1102.002,Bidirectional Communication,technique,Web proxies can be used to enforce external network communication policy that prevents use of unauthorized external services.
M1021,Restrict Web-Based Content,mitigation,mitigates,T1059,Command and Scripting Interpreter,technique,"Script blocking extensions can help prevent the execution of scripts and HTA files that may commonly be used during the exploitation process. For malicious code served up through ads, adblockers can help prevent that code from executing in the first place."
M1021,Restrict Web-Based Content,mitigation,mitigates,T1218.001,Compiled HTML File,technique,"Consider blocking download/transfer and execution of potentially uncommon file types known to be used in adversary campaigns, such as CHM files"
M1021,Restrict Web-Based Content,mitigation,mitigates,T1102.001,Dead Drop Resolver,technique,Web proxies can be used to enforce external network communication policy that prevents use of unauthorized external services.
M1021,Restrict Web-Based Content,mitigation,mitigates,T1568.002,Domain Generation Algorithms,technique,In some cases a local DNS sinkhole may be used to help prevent DGA-based command and control at a reduced cost.
M1021,Restrict Web-Based Content,mitigation,mitigates,T1189,Drive-by Compromise,technique,"For malicious code served up through ads, adblockers can help prevent that code from executing in the first place.

Script blocking extensions can help prevent the execution of JavaScript that may commonly be used during the exploitation process."
M1021,Restrict Web-Based Content,mitigation,mitigates,T1568,Dynamic Resolution,technique,In some cases a local DNS sinkhole may be used to help prevent behaviors associated with dynamic resolution.
M1021,Restrict Web-Based Content,mitigation,mitigates,T1567,Exfiltration Over Web Service,technique,Web proxies can be used to enforce an external network communication policy that prevents use of unauthorized external services.
M1021,Restrict Web-Based Content,mitigation,mitigates,T1567.002,Exfiltration to Cloud Storage,technique,Web proxies can be used to enforce an external network communication policy that prevents use of unauthorized external services.
M1021,Restrict Web-Based Content,mitigation,mitigates,T1567.001,Exfiltration to Code Repository,technique,Web proxies can be used to enforce an external network communication policy that prevents use of unauthorized external services.
M1021,Restrict Web-Based Content,mitigation,mitigates,T1059.007,JavaScript,technique,"Script blocking extensions can help prevent the execution of JavaScript and HTA files that may commonly be used during the exploitation process. For malicious code served up through ads, adblockers can help prevent that code from executing in the first place."
M1021,Restrict Web-Based Content,mitigation,mitigates,T1204.001,Malicious Link,technique,"If a link is being visited by a user, block unknown or unused files in transit by default that should not be downloaded or by policy from suspicious sites as a best practice to prevent some vectors, such as .scr, .exe, .pif, .cpl, etc. Some download scanning devices can open and analyze compressed and encrypted formats, such as zip and rar that may be used to conceal malicious files."
M1021,Restrict Web-Based Content,mitigation,mitigates,T1102.003,One-Way Communication,technique,Web proxies can be used to enforce external network communication policy that prevents use of unauthorized external services.
M1021,Restrict Web-Based Content,mitigation,mitigates,T1566,Phishing,technique,"Determine if certain websites or attachment types (ex: .scr, .exe, .pif, .cpl, etc.) that can be used for phishing are necessary for business operations and consider blocking access if activity cannot be monitored well or if it poses a significant risk."
M1021,Restrict Web-Based Content,mitigation,mitigates,T1566.001,Spearphishing Attachment,technique,"Block unknown or unused attachments by default that should not be transmitted over email as a best practice to prevent some vectors, such as .scr, .exe, .pif, .cpl, etc. Some email scanning devices can open and analyze compressed and encrypted formats, such as zip and rar that may be used to conceal malicious attachments."
M1021,Restrict Web-Based Content,mitigation,mitigates,T1566.002,Spearphishing Link,technique,Determine if certain websites that can be used for spearphishing are necessary for business operations and consider blocking access if activity cannot be monitored well or if it poses a significant risk.
M1021,Restrict Web-Based Content,mitigation,mitigates,T1566.003,Spearphishing via Service,technique,"Determine if certain social media sites, personal webmail services, or other service that can be used for spearphishing is necessary for business operations and consider blocking access if activity cannot be monitored well or if it poses a significant risk."
M1021,Restrict Web-Based Content,mitigation,mitigates,T1528,Steal Application Access Token,technique,"Administrators can block end-user consent to OAuth applications, disabling users from authorizing third-party apps through OAuth 2.0 and forcing administrative consent for all requests. They can also block end-user registration of applications by their users, to reduce risk. A Cloud Access Security Broker can also be used to ban applications.

Azure offers a couple of enterprise policy settings in the Azure Management Portal that may help:

""Users -> User settings -> App registrations: Users can register applications"" can be set to ""no"" to prevent users from registering new applications. 
""Enterprise applications -> User settings -> Enterprise applications: Users can consent to apps accessing company data on their behalf"" can be set to ""no"" to prevent users from consenting to allow third-party multi-tenant applications"
M1021,Restrict Web-Based Content,mitigation,mitigates,T1204,User Execution,technique,"If a link is being visited by a user, block unknown or unused files in transit by default that should not be downloaded or by policy from suspicious sites as a best practice to prevent some vectors, such as .scr, .exe, .pif, .cpl, etc. Some download scanning devices can open and analyze compressed and encrypted formats, such as zip and rar that may be used to conceal malicious files."
M1021,Restrict Web-Based Content,mitigation,mitigates,T1059.005,Visual Basic,technique,"Script blocking extensions can help prevent the execution of scripts and HTA files that may commonly be used during the exploitation process. For malicious code served up through ads, adblockers can help prevent that code from executing in the first place."
M1021,Restrict Web-Based Content,mitigation,mitigates,T1102,Web Service,technique,Web proxies can be used to enforce external network communication policy that prevents use of unauthorized external services.
M1020,SSL/TLS Inspection,mitigation,mitigates,T1573.002,Asymmetric Cryptography,technique,SSL/TLS inspection can be used to see the contents of encrypted sessions to look for network-based indicators of malware communication protocols.
M1020,SSL/TLS Inspection,mitigation,mitigates,T1090.004,Domain Fronting,technique,"If it is possible to inspect HTTPS traffic, the captures can be analyzed for connections that appear to be domain fronting."
M1020,SSL/TLS Inspection,mitigation,mitigates,T1573,Encrypted Channel,technique,SSL/TLS inspection can be used to see the contents of encrypted sessions to look for network-based indicators of malware communication protocols.
M1020,SSL/TLS Inspection,mitigation,mitigates,T1090,Proxy,technique,"If it is possible to inspect HTTPS traffic, the captures can be analyzed for connections that appear to be domain fronting."
M1054,Software Configuration,mitigation,mitigates,T1602,Data from Configuration Repository,technique,Allowlist MIB objects and implement SNMP views.(Citation: Cisco Securing SNMP)
M1054,Software Configuration,mitigation,mitigates,T1559.002,Dynamic Data Exchange,technique,"Consider disabling embedded files in Office programs, such as OneNote, that do not work with Protected View.(Citation: Enigma Reviving DDE Jan 2018)(Citation: GitHub Disable DDEAUTO Oct 2017)"
M1054,Software Configuration,mitigation,mitigates,T1606,Forge Web Credentials,technique,Configure browsers/applications to regularly delete persistent web credentials (such as cookies).
M1054,Software Configuration,mitigation,mitigates,T1562.006,Indicator Blocking,technique,"Consider automatically relaunching forwarding mechanisms at recurring intervals (ex: temporal, on-logon, etc.) as well as applying appropriate change management to firewall rules and other related system configurations."
M1054,Software Configuration,mitigation,mitigates,T1553.004,Install Root Certificate,technique,HTTP Public Key Pinning (HPKP) is one method to mitigate potential [Adversary-in-the-Middle](https://attack.mitre.org/techniques/T1557) situations where and adversary uses a mis-issued or fraudulent certificate to intercept encrypted communications by enforcing use of an expected certificate. (Citation: Wikipedia HPKP)
M1054,Software Configuration,mitigation,mitigates,T1559,Inter-Process Communication,technique,"Consider disabling embedded files in Office programs, such as OneNote, that do not work with Protected View.(Citation: Enigma Reviving DDE Jan 2018)(Citation: GitHub Disable DDEAUTO Oct 2017)"
M1054,Software Configuration,mitigation,mitigates,T1602.002,Network Device Configuration Dump,technique,Allowlist MIB objects and implement SNMP views. Disable Smart Install (SMI) if not used.(Citation: Cisco Securing SNMP)(Citation: US-CERT TA18-106A Network Infrastructure Devices 2018) 
M1054,Software Configuration,mitigation,mitigates,T1137,Office Application Startup,technique,"For the Office Test method, create the Registry key used to execute it and set the permissions to ""Read Control"" to prevent easy access to the key without administrator permissions or requiring Privilege Escalation. (Citation: Palo Alto Office Test Sofacy)"
M1054,Software Configuration,mitigation,mitigates,T1137.002,Office Test,technique,"Create the Registry key used to execute it and set the permissions to ""Read Control"" to prevent easy access to the key without administrator permissions or requiring Privilege Escalation.(Citation: Palo Alto Office Test Sofacy)"
M1054,Software Configuration,mitigation,mitigates,T1555.005,Password Managers,technique,Consider re-locking password managers after a short timeout to limit the time plaintext credentials live in memory from decrypted databases.
M1054,Software Configuration,mitigation,mitigates,T1566,Phishing,technique,Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing)
M1054,Software Configuration,mitigation,mitigates,T1598,Phishing for Information,technique,Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing)
M1054,Software Configuration,mitigation,mitigates,T1546.013,PowerShell Profile,technique,Avoid PowerShell profiles if not needed. Use the -No Profile flag with when executing PowerShell scripts remotely to prevent local profiles and scripts from being executed.
M1054,Software Configuration,mitigation,mitigates,T1602.001,SNMP (MIB Dump),technique,Allowlist MIB objects and implement SNMP views.(Citation: Cisco Securing SNMP)
M1054,Software Configuration,mitigation,mitigates,T1562.009,Safe Mode Boot,technique,Ensure that endpoint defenses run in safe mode.(Citation: CyberArk Labs Safe Mode 2016)
M1054,Software Configuration,mitigation,mitigates,T1598.002,Spearphishing Attachment,technique,Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing)
